"","REF_DATE","GEO","Sex","Work.absence.statistics","VALUE"
"20946",2003,"Total census metropolitan areas","Females","Incidence rate",2.3
"20949",2003,"Total census metropolitan areas","Females","Inactivity rate",0.7
"20952",2003,"Total census metropolitan areas","Females","Days",1.9
"20964",2003,"St. John's, Newfoundland and Labrador","Males","Incidence rate",NA
"20967",2003,"St. John's, Newfoundland and Labrador","Males","Inactivity rate",NA
"20970",2003,"St. John's, Newfoundland and Labrador","Males","Days",NA
"20973",2003,"St. John's, Newfoundland and Labrador","Females","Incidence rate",2.1
"20976",2003,"St. John's, Newfoundland and Labrador","Females","Inactivity rate",0.7
"20979",2003,"St. John's, Newfoundland and Labrador","Females","Days",1.8
"20991",2003,"Halifax, Nova Scotia","Males","Incidence rate",1.8
"20994",2003,"Halifax, Nova Scotia","Males","Inactivity rate",0.6
"20997",2003,"Halifax, Nova Scotia","Males","Days",1.4
"21000",2003,"Halifax, Nova Scotia","Females","Incidence rate",2
"21003",2003,"Halifax, Nova Scotia","Females","Inactivity rate",0.8
"21006",2003,"Halifax, Nova Scotia","Females","Days",2
"21018",2003,"Moncton, New Brunswick","Males","Incidence rate",NA
"21021",2003,"Moncton, New Brunswick","Males","Inactivity rate",NA
"21024",2003,"Moncton, New Brunswick","Males","Days",NA
"21027",2003,"Moncton, New Brunswick","Females","Incidence rate",NA
"21030",2003,"Moncton, New Brunswick","Females","Inactivity rate",NA
"21033",2003,"Moncton, New Brunswick","Females","Days",NA
"21045",2003,"Saint John, New Brunswick","Males","Incidence rate",NA
"21048",2003,"Saint John, New Brunswick","Males","Inactivity rate",NA
"21051",2003,"Saint John, New Brunswick","Males","Days",NA
"21054",2003,"Saint John, New Brunswick","Females","Incidence rate",NA
"21057",2003,"Saint John, New Brunswick","Females","Inactivity rate",NA
"21060",2003,"Saint John, New Brunswick","Females","Days",NA
"21072",2003,"Saguenay, Quebec","Males","Incidence rate",NA
"21075",2003,"Saguenay, Quebec","Males","Inactivity rate",NA
"21078",2003,"Saguenay, Quebec","Males","Days",NA
"21081",2003,"Saguenay, Quebec","Females","Incidence rate",NA
"21084",2003,"Saguenay, Quebec","Females","Inactivity rate",NA
"21087",2003,"Saguenay, Quebec","Females","Days",NA
"21099",2003,"Québec, Quebec","Males","Incidence rate",1.4
"21102",2003,"Québec, Quebec","Males","Inactivity rate",0.6
"21105",2003,"Québec, Quebec","Males","Days",1.4
"21108",2003,"Québec, Quebec","Females","Incidence rate",1.9
"21111",2003,"Québec, Quebec","Females","Inactivity rate",0.7
"21114",2003,"Québec, Quebec","Females","Days",1.7
"21126",2003,"Sherbrooke, Quebec","Males","Incidence rate",1.4
"21129",2003,"Sherbrooke, Quebec","Males","Inactivity rate",0.4
"21132",2003,"Sherbrooke, Quebec","Males","Days",1.1
"21135",2003,"Sherbrooke, Quebec","Females","Incidence rate",2.2
"21138",2003,"Sherbrooke, Quebec","Females","Inactivity rate",0.5
"21141",2003,"Sherbrooke, Quebec","Females","Days",1.3
"21153",2003,"Trois-Rivières, Quebec","Males","Incidence rate",NA
"21156",2003,"Trois-Rivières, Quebec","Males","Inactivity rate",NA
"21159",2003,"Trois-Rivières, Quebec","Males","Days",NA
"21162",2003,"Trois-Rivières, Quebec","Females","Incidence rate",NA
"21165",2003,"Trois-Rivières, Quebec","Females","Inactivity rate",NA
"21168",2003,"Trois-Rivières, Quebec","Females","Days",NA
"21180",2003,"Montréal, Quebec","Males","Incidence rate",1.9
"21183",2003,"Montréal, Quebec","Males","Inactivity rate",0.7
"21186",2003,"Montréal, Quebec","Males","Days",1.7
"21189",2003,"Montréal, Quebec","Females","Incidence rate",2.4
"21192",2003,"Montréal, Quebec","Females","Inactivity rate",0.6
"21195",2003,"Montréal, Quebec","Females","Days",1.4
"21207",2003,"Ottawa-Gatineau, Ontario/Quebec","Males","Incidence rate",2
"21210",2003,"Ottawa-Gatineau, Ontario/Quebec","Males","Inactivity rate",0.6
"21213",2003,"Ottawa-Gatineau, Ontario/Quebec","Males","Days",1.6
"21216",2003,"Ottawa-Gatineau, Ontario/Quebec","Females","Incidence rate",2.9
"21219",2003,"Ottawa-Gatineau, Ontario/Quebec","Females","Inactivity rate",0.9
"21222",2003,"Ottawa-Gatineau, Ontario/Quebec","Females","Days",2.1
"21234",2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Incidence rate",1.9
"21237",2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Inactivity rate",0.7
"21240",2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Males","Days",1.6
"21243",2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Incidence rate",3
"21246",2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Inactivity rate",0.9
"21249",2003,"Ottawa-Gatineau, Ontario part, Ontario/Quebec","Females","Days",2.3
"21261",2003,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Incidence rate",2.2
"21264",2003,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Inactivity rate",0.6
"21267",2003,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Males","Days",1.5
"21270",2003,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Incidence rate",2.7
"21273",2003,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Inactivity rate",0.7
"21276",2003,"Ottawa-Gatineau, Quebec part, Ontario/Quebec","Females","Days",1.7
"21288",2003,"Kingston, Ontario","Males","Incidence rate",2.1
"21291",2003,"Kingston, Ontario","Males","Inactivity rate",0.6
"21294",2003,"Kingston, Ontario","Males","Days",1.5
"21297",2003,"Kingston, Ontario","Females","Incidence rate",2.4
"21300",2003,"Kingston, Ontario","Females","Inactivity rate",0.7
"21303",2003,"Kingston, Ontario","Females","Days",1.7
"21315",2003,"Peterborough, Ontario","Males","Incidence rate",NA
"21318",2003,"Peterborough, Ontario","Males","Inactivity rate",NA
"21321",2003,"Peterborough, Ontario","Males","Days",NA
"21324",2003,"Peterborough, Ontario","Females","Incidence rate",NA
"21327",2003,"Peterborough, Ontario","Females","Inactivity rate",NA
"21330",2003,"Peterborough, Ontario","Females","Days",NA
"21342",2003,"Oshawa, Ontario","Males","Incidence rate",1.7
"21345",2003,"Oshawa, Ontario","Males","Inactivity rate",0.6
"21348",2003,"Oshawa, Ontario","Males","Days",1.4
"21351",2003,"Oshawa, Ontario","Females","Incidence rate",2.6
"21354",2003,"Oshawa, Ontario","Females","Inactivity rate",0.9
"21357",2003,"Oshawa, Ontario","Females","Days",2.3
"21369",2003,"Toronto, Ontario","Males","Incidence rate",1.9
"21372",2003,"Toronto, Ontario","Males","Inactivity rate",0.7
"21375",2003,"Toronto, Ontario","Males","Days",1.7
"21378",2003,"Toronto, Ontario","Females","Incidence rate",2.2
"21381",2003,"Toronto, Ontario","Females","Inactivity rate",0.8
"21384",2003,"Toronto, Ontario","Females","Days",1.9
"21396",2003,"Hamilton, Ontario","Males","Incidence rate",1.7
"21399",2003,"Hamilton, Ontario","Males","Inactivity rate",0.6
"21402",2003,"Hamilton, Ontario","Males","Days",1.4
"21405",2003,"Hamilton, Ontario","Females","Incidence rate",2.4
"21408",2003,"Hamilton, Ontario","Females","Inactivity rate",0.8
"21411",2003,"Hamilton, Ontario","Females","Days",2.1
"21423",2003,"St. Catharines-Niagara, Ontario","Males","Incidence rate",2.1
"21426",2003,"St. Catharines-Niagara, Ontario","Males","Inactivity rate",0.7
"21429",2003,"St. Catharines-Niagara, Ontario","Males","Days",1.8
"21432",2003,"St. Catharines-Niagara, Ontario","Females","Incidence rate",2.7
"21435",2003,"St. Catharines-Niagara, Ontario","Females","Inactivity rate",0.9
"21438",2003,"St. Catharines-Niagara, Ontario","Females","Days",2.2
"21450",2003,"Kitchener-Cambridge-Waterloo, Ontario","Males","Incidence rate",2
"21453",2003,"Kitchener-Cambridge-Waterloo, Ontario","Males","Inactivity rate",0.7
"21456",2003,"Kitchener-Cambridge-Waterloo, Ontario","Males","Days",1.6
"21459",2003,"Kitchener-Cambridge-Waterloo, Ontario","Females","Incidence rate",2.3
"21462",2003,"Kitchener-Cambridge-Waterloo, Ontario","Females","Inactivity rate",0.8
"21465",2003,"Kitchener-Cambridge-Waterloo, Ontario","Females","Days",1.9
"21477",2003,"Brantford, Ontario","Males","Incidence rate",NA
"21480",2003,"Brantford, Ontario","Males","Inactivity rate",NA
"21483",2003,"Brantford, Ontario","Males","Days",NA
"21486",2003,"Brantford, Ontario","Females","Incidence rate",3.9
"21489",2003,"Brantford, Ontario","Females","Inactivity rate",1
"21492",2003,"Brantford, Ontario","Females","Days",2.5
"21504",2003,"Guelph, Ontario","Males","Incidence rate",NA
"21507",2003,"Guelph, Ontario","Males","Inactivity rate",NA
"21510",2003,"Guelph, Ontario","Males","Days",NA
"21513",2003,"Guelph, Ontario","Females","Incidence rate",NA
"21516",2003,"Guelph, Ontario","Females","Inactivity rate",NA
"21519",2003,"Guelph, Ontario","Females","Days",NA
"21531",2003,"London, Ontario","Males","Incidence rate",1.7
"21534",2003,"London, Ontario","Males","Inactivity rate",0.6
"21537",2003,"London, Ontario","Males","Days",1.6
"21540",2003,"London, Ontario","Females","Incidence rate",2.7
"21543",2003,"London, Ontario","Females","Inactivity rate",0.8
"21546",2003,"London, Ontario","Females","Days",2.1
"21558",2003,"Windsor, Ontario","Males","Incidence rate",2.2
"21561",2003,"Windsor, Ontario","Males","Inactivity rate",0.8
"21564",2003,"Windsor, Ontario","Males","Days",2.1
"21567",2003,"Windsor, Ontario","Females","Incidence rate",2.9
"21570",2003,"Windsor, Ontario","Females","Inactivity rate",0.8
"21573",2003,"Windsor, Ontario","Females","Days",2
"21585",2003,"Barrie, Ontario","Males","Incidence rate",1.6
"21588",2003,"Barrie, Ontario","Males","Inactivity rate",0.6
"21591",2003,"Barrie, Ontario","Males","Days",1.6
"21594",2003,"Barrie, Ontario","Females","Incidence rate",NA
"21597",2003,"Barrie, Ontario","Females","Inactivity rate",NA
"21600",2003,"Barrie, Ontario","Females","Days",NA
"21612",2003,"Greater Sudbury, Ontario","Males","Incidence rate",NA
"21615",2003,"Greater Sudbury, Ontario","Males","Inactivity rate",NA
"21618",2003,"Greater Sudbury, Ontario","Males","Days",NA
"21621",2003,"Greater Sudbury, Ontario","Females","Incidence rate",2.5
"21624",2003,"Greater Sudbury, Ontario","Females","Inactivity rate",0.9
"21627",2003,"Greater Sudbury, Ontario","Females","Days",2.2
"21639",2003,"Thunder Bay, Ontario","Males","Incidence rate",2.3
"21642",2003,"Thunder Bay, Ontario","Males","Inactivity rate",0.9
"21645",2003,"Thunder Bay, Ontario","Males","Days",2.3
"21648",2003,"Thunder Bay, Ontario","Females","Incidence rate",NA
"21651",2003,"Thunder Bay, Ontario","Females","Inactivity rate",NA
"21654",2003,"Thunder Bay, Ontario","Females","Days",NA
"21666",2003,"Winnipeg, Manitoba","Males","Incidence rate",1.7
"21669",2003,"Winnipeg, Manitoba","Males","Inactivity rate",0.5
"21672",2003,"Winnipeg, Manitoba","Males","Days",1.2
"21675",2003,"Winnipeg, Manitoba","Females","Incidence rate",2.2
"21678",2003,"Winnipeg, Manitoba","Females","Inactivity rate",0.6
"21681",2003,"Winnipeg, Manitoba","Females","Days",1.6
"21693",2003,"Regina, Saskatchewan","Males","Incidence rate",1.6
"21696",2003,"Regina, Saskatchewan","Males","Inactivity rate",0.5
"21699",2003,"Regina, Saskatchewan","Males","Days",1.3
"21702",2003,"Regina, Saskatchewan","Females","Incidence rate",2.7
"21705",2003,"Regina, Saskatchewan","Females","Inactivity rate",1
"21708",2003,"Regina, Saskatchewan","Females","Days",2.4
"21720",2003,"Saskatoon, Saskatchewan","Males","Incidence rate",1.4
"21723",2003,"Saskatoon, Saskatchewan","Males","Inactivity rate",0.4
"21726",2003,"Saskatoon, Saskatchewan","Males","Days",1.1
"21729",2003,"Saskatoon, Saskatchewan","Females","Incidence rate",2.1
"21732",2003,"Saskatoon, Saskatchewan","Females","Inactivity rate",0.8
"21735",2003,"Saskatoon, Saskatchewan","Females","Days",1.9
"21747",2003,"Calgary, Alberta","Males","Incidence rate",2
"21750",2003,"Calgary, Alberta","Males","Inactivity rate",0.6
"21753",2003,"Calgary, Alberta","Males","Days",1.5
"21756",2003,"Calgary, Alberta","Females","Incidence rate",2.2
"21759",2003,"Calgary, Alberta","Females","Inactivity rate",0.8
"21762",2003,"Calgary, Alberta","Females","Days",1.9
"21774",2003,"Edmonton, Alberta","Males","Incidence rate",1.9
"21777",2003,"Edmonton, Alberta","Males","Inactivity rate",0.7
"21780",2003,"Edmonton, Alberta","Males","Days",1.7
"21783",2003,"Edmonton, Alberta","Females","Incidence rate",2.2
"21786",2003,"Edmonton, Alberta","Females","Inactivity rate",0.8
"21789",2003,"Edmonton, Alberta","Females","Days",2
"21801",2003,"Kelowna, British Columbia","Males","Incidence rate",NA
"21804",2003,"Kelowna, British Columbia","Males","Inactivity rate",NA
"21807",2003,"Kelowna, British Columbia","Males","Days",NA
"21810",2003,"Kelowna, British Columbia","Females","Incidence rate",NA
"21813",2003,"Kelowna, British Columbia","Females","Inactivity rate",NA
"21816",2003,"Kelowna, British Columbia","Females","Days",NA
"21828",2003,"Abbotsford-Mission, British Columbia","Males","Incidence rate",NA
"21831",2003,"Abbotsford-Mission, British Columbia","Males","Inactivity rate",NA
"21834",2003,"Abbotsford-Mission, British Columbia","Males","Days",NA
"21837",2003,"Abbotsford-Mission, British Columbia","Females","Incidence rate",NA
"21840",2003,"Abbotsford-Mission, British Columbia","Females","Inactivity rate",NA
"21843",2003,"Abbotsford-Mission, British Columbia","Females","Days",NA
"21855",2003,"Vancouver, British Columbia","Males","Incidence rate",1.6
"21858",2003,"Vancouver, British Columbia","Males","Inactivity rate",0.6
"21861",2003,"Vancouver, British Columbia","Males","Days",1.5
"21864",2003,"Vancouver, British Columbia","Females","Incidence rate",1.8
"21867",2003,"Vancouver, British Columbia","Females","Inactivity rate",0.8
"21870",2003,"Vancouver, British Columbia","Females","Days",2
"21882",2003,"Victoria, British Columbia","Males","Incidence rate",1.8
"21885",2003,"Victoria, British Columbia","Males","Inactivity rate",0.5
"21888",2003,"Victoria, British Columbia","Males","Days",1.3
"21891",2003,"Victoria, British Columbia","Females","Incidence rate",2.2
"21894",2003,"Victoria, British Columbia","Females","Inactivity rate",1
"21897",2003,"Victoria, British Columbia","Females","Days",2.5
"21909",2003,"Non-census metropolitan areas","Males","Incidence rate",1.8
"21912",2003,"Non-census metropolitan areas","Males","Inactivity rate",0.6
"21915",2003,"Non-census metropolitan areas","Males","Days",1.6
"21918",2003,"Non-census metropolitan areas","Females","Incidence rate",2.3
"21921",2003,"Non-census metropolitan areas","Females","Inactivity rate",0.7
"21924",2003,"Non-census metropolitan areas","Females","Days",1.9
"21936",2003,"Population centres","Males","Incidence rate",1.8
"21939",2003,"Population centres","Males","Inactivity rate",0.6
"21942",2003,"Population centres","Males","Days",1.5
"21945",2003,"Population centres","Females","Incidence rate",2.2
"21948",2003,"Population centres","Females","Inactivity rate",0.8
"21951",2003,"Population centres","Females","Days",2
"21963",2004,"Canada","Males","Incidence rate",2
"21966",2004,"Canada","Males","Inactivity rate",0.7
"21969",2004,"Canada","Males","Days",1.6
"21972",2004,"Canada","Females","Incidence rate",2.3
"21975",2004,"Canada","Females","Inactivity rate",0.7
"21978",2004,"Canada","Females","Days",1.9
"21990",2004,"Atlantic region","Males","Incidence rate",1.7
"21993",2004,"Atlantic region","Males","Inactivity rate",0.6
"21996",2004,"Atlantic region","Males","Days",1.6
"21999",2004,"Atlantic region","Females","Incidence rate",2.2
"22002",2004,"Atlantic region","Females","Inactivity rate",0.8
"22005",2004,"Atlantic region","Females","Days",1.9
"22017",2004,"Newfoundland and Labrador","Males","Incidence rate",1.2
"22020",2004,"Newfoundland and Labrador","Males","Inactivity rate",0.5
"22023",2004,"Newfoundland and Labrador","Males","Days",1.3
"22026",2004,"Newfoundland and Labrador","Females","Incidence rate",1.9
"22029",2004,"Newfoundland and Labrador","Females","Inactivity rate",0.7
"22032",2004,"Newfoundland and Labrador","Females","Days",1.8
"22044",2004,"Prince Edward Island","Males","Incidence rate",NA
"22047",2004,"Prince Edward Island","Males","Inactivity rate",NA
"22050",2004,"Prince Edward Island","Males","Days",NA
"22053",2004,"Prince Edward Island","Females","Incidence rate",2.4
"22056",2004,"Prince Edward Island","Females","Inactivity rate",0.7
"22059",2004,"Prince Edward Island","Females","Days",1.9
"22071",2004,"Nova Scotia","Males","Incidence rate",2
"22074",2004,"Nova Scotia","Males","Inactivity rate",0.7
"22077",2004,"Nova Scotia","Males","Days",1.8
"22080",2004,"Nova Scotia","Females","Incidence rate",2.3
"22083",2004,"Nova Scotia","Females","Inactivity rate",0.8
"22086",2004,"Nova Scotia","Females","Days",1.9
"22098",2004,"New Brunswick","Males","Incidence rate",1.7
"22101",2004,"New Brunswick","Males","Inactivity rate",0.6
"22104",2004,"New Brunswick","Males","Days",1.5
"22107",2004,"New Brunswick","Females","Incidence rate",2.2
"22110",2004,"New Brunswick","Females","Inactivity rate",0.8
"22113",2004,"New Brunswick","Females","Days",1.9
"22125",2004,"Quebec","Males","Incidence rate",1.8
"22128",2004,"Quebec","Males","Inactivity rate",0.6
"22131",2004,"Quebec","Males","Days",1.4
"22134",2004,"Quebec","Females","Incidence rate",2.2
"22137",2004,"Quebec","Females","Inactivity rate",0.6
"22140",2004,"Quebec","Females","Days",1.4
"22152",2004,"Ontario","Males","Incidence rate",2.2
"22155",2004,"Ontario","Males","Inactivity rate",0.7
"22158",2004,"Ontario","Males","Days",1.7
"22161",2004,"Ontario","Females","Incidence rate",2.5
"22164",2004,"Ontario","Females","Inactivity rate",0.8
