Product code	Product label	Turkey's imports from Czech Republic-Value in 2001	Turkey's imports from Czech Republic-Value in 2002	Turkey's imports from Czech Republic-Value in 2003	Turkey's imports from Czech Republic-Value in 2004	Turkey's imports from Czech Republic-Value in 2005	Turkey's imports from Czech Republic-Value in 2006	Turkey's imports from Czech Republic-Value in 2007	Turkey's imports from Czech Republic-Value in 2008	Turkey's imports from Czech Republic-Value in 2009	Turkey's imports from Czech Republic-Value in 2010	Turkey's imports from Czech Republic-Value in 2011	Turkey's imports from Czech Republic-Value in 2012	Turkey's imports from Czech Republic-Value in 2013	Turkey's imports from Czech Republic-Value in 2014	Turkey's imports from Czech Republic-Value in 2015	Turkey's imports from Czech Republic-Value in 2016	Turkey's imports from Czech Republic-Value in 2017	Czech Republic's exports to world- 	Czech Republic's exports to world-Value in 2001	Czech Republic's exports to world-Value in 2002	Czech Republic's exports to world-Value in 2003	Czech Republic's exports to world-Value in 2004	Czech Republic's exports to world-Value in 2005	Czech Republic's exports to world-Value in 2006	Czech Republic's exports to world-Value in 2007	Czech Republic's exports to world-Value in 2008	Czech Republic's exports to world-Value in 2009	Czech Republic's exports to world-Value in 2010	Czech Republic's exports to world-Value in 2011	Czech Republic's exports to world-Value in 2012	Czech Republic's exports to world-Value in 2013	Czech Republic's exports to world-Value in 2014	Czech Republic's exports to world-Value in 2015	Czech Republic's exports to world-Value in 2016	Czech Republic's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4602	"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ..."	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1		443	849	911	792	784	1346	631	758	723	847	913	999	1134	1148	890	1217	1591		2657	2983	6455	11000	6731	7458	6907	8080	5984	8783	9379	8145	9406	9255	8431	7172	7146	
9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s."	0	0	0	0	43	3	29	107	0	0	4	0	0	2	0	0	1		19936	19173	23089	16554	18644	14591	17518	26871	109234	99231	60437	65367	70475	68665	70392	75195	84122		10580	11040	17793	27686	36102	44274	49736	42609	31206	40146	47133	47065	49717	55939	49561	47740	47606	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	10	0	0	0	0	927	1960	826	11	0	0	0	0	2	9	16	1		5209	3900	3744	7339	6150	11660	23076	24349	11868	14526	9648	263708	326454	320332	266848	333151	342837		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	1	0	0	1	1	26	1	2	0	0	0	0	0	0	0	0	1		22217	22858	34466	33383	25000	21384	27293	36868	55867	29335	32415	21462	22762	22566	25650	35269	40128		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
6302	"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excluding ..."	0	1	0	0	14	45	5	156	5	5	16	1	0	52	12	0	1		87105	86225	102884	103191	100027	103478	107606	106017	78750	77349	94593	87147	99602	109379	96905	106070	140345		3199	2996	5682	9970	14872	21380	22549	24731	21618	34611	59640	24030	26705	29097	23663	16608	16754	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	1337	569	213	0	0	0	1764	1	0	1		6406	8941	4761	295	1233	585	12180	3390	6595	8847	21890	41090	72779	79984	74723	51878	65585		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
3210	"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1		237	202	262	433	628	397	556	534	2336	9750	8153	10454	9146	10418	10244	5221	2545		4475	6235	7194	8837	9956	10537	14473	16391	13482	13663	17264	16726	17141	23273	23783	24195	24782	
2402	"Cigars, cheroots, cigarillos and cigarettes of tobacco or of tobacco substitutes"	0	0	0	0	0	0	0	0	0	3	4	4	2	1	3	2	1		78216	191753	90410	94488	139116	97826	212167	392760	356632	381412	451323	460293	462298	572646	670083	818629	881736		7	84	11	7	13	15	323	446	1581	1454	2926	326	1692	1339	1754	407	1088	
8440	"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ..."	0	144	417	481	235	248	17	18	11	2	0	8	0	1	0	0	1		3570	2771	3180	3468	4166	14576	18258	6538	3572	3826	4826	5051	8227	8315	4891	3385	3785		5729	8826	14745	24078	28206	60756	54297	18362	9756	28359	34843	16899	17338	12614	12961	11515	9037	
9011	"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ..."	0	0	0	2	15	0	1	0	0	2	1	0	20	1	1	14	1		1236	929	727	1017	876	1363	1844	1337	908	1013	2347	1890	3945	2704	3443	1646	2478		6628	5188	9175	12426	16869	15666	21751	21492	16813	18238	21248	21739	21858	27858	22108	20620	20763	
8548	"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ..."	0	0	0	0	55	71	59	8	0	0	0	0	0	5	1	3	2		3528	743	1646	5642	4375	2431	5113	6145	5052	5036	10232	10888	8497	10307	7779	6420	5426		2079	526	986	2177	2752	3000	4414	3570	3169	4275	2627	1768	1816	1329	3654	9475	7728	
8423	"Weighing machinery, incl. weight-operated counting or checking machines (excluding balances ..."	0	0	8	10	20	71	11	27	29	0	383	4	107	138	135	1	2		4582	9236	13014	13368	7828	8702	10602	11909	10290	11563	25241	22511	19392	18946	17307	15865	17873		9624	14545	14712	24806	27754	39886	42365	40901	24746	33865	43157	39068	42304	42565	37764	33145	29060	
7608	"Aluminium tubes and pipes (excluding hollow profiles)"	0	0	29	46	2	6	31	84	10	3674	7384	5293	3011	2092	1814	1175	2		16454	22666	31829	31891	31607	36392	46501	44449	29228	44619	66906	69999	74544	53859	53421	50560	55850		5864	9670	13393	12262	9691	8070	17449	31330	18572	34638	53252	43479	41767	40540	35079	35928	41158	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		566	1022	611	372	106	254	295	940	389	449	379	760	322	757	400	473	604		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	6	0	0	0	0	0	0	3	9	4	17	1	62	88	4	87	2		12509	12804	11626	18126	14385	20291	25569	28882	31303	37225	61486	99783	125880	168081	183738	187186	268149		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
6914	"Ceramic articles, n.e.s."	122	126	155	93	0	11	0	4	0	0	9	0	2	0	0	0	2		3087	3052	3254	5836	5168	5679	5373	4721	4545	3402	4399	3595	4023	3497	2711	3383	3954		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	0	1699	0	19	676	28	62	29	0	1268	4	8	17698	11	0	536	2		2442	3387	5058	3642	2385	14381	3607	14866	7315	9738	6732	6080	13507	12479	8503	7022	8051		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
7210	"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ..."	0	15	0	38	0	3	0	0	48	0	0	3	0	12	114	0	2		4128	9713	14082	19850	36101	47805	72271	75139	60941	71894	102712	103146	109860	104699	94551	92782	103598		187323	233513	314778	420915	513847	582250	662014	896759	576642	777504	812672	671902	836631	892962	781408	740702	738681	
8478	"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter; ..."	0	0	0	0	0	0	0	0	0	0	19	75	46	49	14	1	2		1018	2345	5928	7716	6932	9067	7032	4997	16503	16627	13971	7646	15205	13254	4994	6264	4001		16706	15484	23586	36801	44975	35529	40887	16647	23862	36384	34845	22162	32086	36784	66476	25834	20539	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	28	190	0	53	0	94	2		838	1619	5322	4702	10206	8981	2862	1210	2006	1703	2008	2695	4860	11789	20709	27075	23284		2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	3	1	0	1	4	7	1	8	6	21	10	11	14	9	8	6	2		19301	17902	17007	19386	18174	18714	21250	25764	22897	23843	27984	20693	32048	24009	20719	18713	16868		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
6404	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	10	8	8	27	38	75	1	4	4	11	0	8	140	16	0	4	2		5294	8587	8484	12799	18314	37904	94047	83564	70771	100403	168619	314676	365755	395072	354990	393710	515527		13951	17400	27587	51110	76453	84147	96598	113990	98689	124158	171549	182103	244949	263062	258741	273233	258738	
8105	"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		110	147	1401	313	140	130	307	776	382	321	687	495	1001	917	578	852	1536		2167	2387	4386	8883	7811	9670	14549	15971	7078	7967	8834	8393	9000	9075	8398	9079	11822	
3909	"Amino-resins, phenolic resins and polyurethanes, in primary forms"	31	0	0	46	0	132	319	445	396	368	101	39	0	0	33	0	2		3976	2751	4364	10013	10137	15816	19252	21137	11345	15825	30472	39586	50387	55471	50093	49289	51136		62946	87770	103726	137923	158649	265303	366943	388156	286319	367758	493142	511605	554428	534336	447222	410734	553888	
9610	"Slates and boards, with writing or drawing surfaces, whether or not framed"	0	0	5	8	8	11	19	21	9	6	3	19	8	6	6	1	2		342	128	258	2199	4405	6122	7769	7321	4957	6523	7434	10284	12155	7345	5525	6397	7827		121	192	132	325	479	462	949	1133	801	662	334	841	676	12448	3314	1087	1016	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2		4622	2905	1309	1010	1684	2534	2917	1901	833	1036	901	2316	3322	2040	1345	551	1160		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	43	4	246	180	137	42	43	65	19	11	3	3	1	42	1	240	2		9260	9716	10180	13756	19422	17285	18086	22304	35139	36579	44835	45750	56446	42475	33441	31862	38416		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
9507	"Fishing rods, fish-hooks and other line fishing tackle n.e.s; fish landing nets, butterfly ..."	0	0	3	0	0	0	0	9	1	1	1	0	0	5	0	2	3		2225	1995	2059	2034	1602	1833	2231	2590	1867	2191	3577	3544	4385	4724	3681	3971	3472		2795	2657	4167	6945	6370	7324	8103	10423	7014	12746	15280	14883	14896	17992	18254	16523	17324	
6802	"Monumental or building stone, natural (excluding slate), worked, and articles; mosaic cubes ..."	0	0	0	0	29	3	2	0	0	0	0	0	0	4	27	0	3		5680	5568	6059	6278	7338	11357	17092	25913	14859	19784	50559	87173	46191	21551	9166	11006	12483		14693	14812	18971	28390	63283	115147	127758	144888	139139	168472	209023	187049	235329	230479	200872	197877	172203	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	0	0	1	0	1	0	2	4	4	0	0	0	0	1	1	18	3		15811	16040	22783	32033	25847	24083	29275	26760	51240	22524	36458	39487	40908	40026	35179	43250	48290		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
1211	"Plants and parts of plants, incl. seeds and fruits, of a kind used primarily in perfumery, ..."	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3		2735	4639	4476	4281	4631	5000	6772	8918	8493	9897	12263	10549	11318	11365	10412	9823	10720		1030	1301	1770	2324	2600	2725	2675	5234	3291	4235	4390	4940	5034	7135	6505	7623	9965	
6217	"Made-up clothing accessories and parts of garments or clothing accessories, of all types of ..."	36	30	64	65	3	2	0	6	14	12	27	52	51	46	27	16	3		6599	10138	7731	8248	4660	4999	4790	6025	4163	4040	4485	4612	4966	4070	4424	5890	6763		3992	3581	5542	8339	7327	9368	10204	14421	11487	19533	20717	21769	21236	21322	15239	12162	12408	
8306	"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments); statuettes ..."	0	0	0	0	0	1	4	9	0	0	20	7	7	51	13	21	3		3297	3033	2554	2103	1446	1287	2615	3442	3087	5076	8892	8469	9808	8165	6480	6317	8106		1615	1975	2227	2912	4068	4904	5858	7800	5045	9434	13409	11663	14998	14476	13352	12037	9471	
7204	"Ferrous waste and scrap; remelting scrap ingots of iron or steel (excluding slag, scale and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3		82202	104492	171471	412049	310079	430858	597394	900657	374361	677981	930901	797569	686399	742195	452464	415966	664367		477778	1018977	1855776	3013745	3143293	3911821	5591881	8961208	4240377	7122433	9767305	9418971	7511208	7150484	4288070	3962158	6138232	
5604	"Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and ..."	0	0	2	0	0	4	3	2	3	4	4	8	3	3	3	3	3		391	517	747	547	462	3411	6915	7161	4765	5524	6446	7003	7938	4610	8055	8839	10467		1842	1709	2556	2369	2586	4236	3631	3773	5963	8087	7984	4212	5340	5733	4450	4252	4615	
5606	"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ..."	0	0	1	3	1	0	0	1	0	2	0	0	0	0	3	0	3		4814	5008	5184	3792	3129	2889	3975	1593	2411	1223	1550	765	190	250	115	237	339		5861	5884	7576	7159	9283	8331	9711	11778	8009	13299	15903	15566	18157	24614	24166	21303	29835	
9028	"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor"	46	30	13	10	158	161	59	119	43	75	45	58	69	32	25	25	3		2996	4631	26427	131814	30694	18078	12405	17366	11621	13967	25169	16803	18873	24430	23026	25575	29569		11970	31007	37421	43836	52788	47135	41142	52644	55610	46729	47540	47778	56682	63073	50762	41368	35607	
4417	"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ..."	0	0	0	0	0	0	1	3	2	10	10	8	9	4	4	3	3		3431	3672	4048	5094	5249	5568	6102	6457	4442	5154	9059	7017	5843	5800	5245	5634	6256		223	221	204	423	718	981	909	1099	928	1275	1555	1721	2280	2159	2813	2829	2300	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	23	32	36	38	5	11	29	4	14	23	61	32	63	26	0	27	3		6906	6109	6828	7711	7257	7699	8225	8604	4944	5168	6732	7256	7029	5923	5857	6801	8621		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3		22541	19403	21593	21406	14737	30317	36223	37261	30368	32997	41278	36320	40179	45086	35114	35191	144919		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	0	1	5	2	3	2	5	1	0	5	1	0	3	2	6	2	3		1129	1644	3751	3212	5763	6789	7994	8594	6946	6554	11710	9999	8302	9039	10173	12504	12465		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
9618	"Tailors' dummies and other lay figures, automata and other animated displays used for shop ..."	0	0	0	0	0	0	0	0	0	0	24	19	4	26	23	7	3		238	115	196	169	190	500	575	601	503	292	317	512	752	970	1075	789	809		420	552	781	1091	1134	1673	3801	3318	1934	3540	5245	4329	5039	5723	4177	3763	4649	
6006	"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics "incl. those ..."	0	1	22	5	13	99	28	5	63	29	0	57	56	0	25	41	4		0	14327	16103	12886	11259	11624	28444	45244	49946	54050	64118	53132	53349	57225	57560	66605	73337		0	45468	55021	51043	39607	41537	56048	66018	67741	102960	158442	87437	92506	89493	72937	80208	92516	
9109	"Clock movements, complete and assembled (excluding watch movements)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		88	81	122	67	66	53	123	65	80	32	52	26	35	40	41	55	95		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
6114	"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"	0	0	0	0	0	1	1	0	0	9	2	0	1	1	1	1	4		1938	2809	3181	9395	16924	4136	4753	5195	4192	4602	7636	22386	11783	15684	15756	25487	57886		1815	1181	2418	3853	7906	10110	12575	15162	11502	13598	9228	6197	6621	6684	7887	8982	10867	
4808	"Corrugated paper and paperboard "with or without glued flat surface sheets", creped, crinkled, ..."	0	0	0	0	28	0	15	15	4	4	11	28	5	42	42	25	4		12748	20571	26617	47578	56353	57812	70400	92345	63422	76829	91027	80567	85586	86185	80288	67710	73586		1275	1440	1840	3250	3630	3421	4051	4935	3939	5611	10088	7898	9093	8792	5665	5315	7288	
4409	"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped "tongued, ..."	0	0	0	0	1	0	0	0	18	6	0	0	240	164	127	33	4		21766	23064	31379	39542	43675	47673	62772	73224	79926	73839	82743	49285	47901	54523	49084	48300	55430		7055	6477	8342	9066	12508	13733	17105	16428	8228	12336	16229	14461	17824	20284	15709	16205	17899	
6507	"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ..."	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	4		1177	1490	947	1735	918	761	2964	6959	9565	8845	3965	2430	1800	2526	2130	2550	1411		106	76	32	102	187	278	506	411	219	394	487	400	559	884	790	906	3114	
6117	"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments ..."	0	0	2	0	1	0	1	0	0	0	0	0	4	16	1	2	4		3076	3237	4941	7057	9034	11619	14081	17129	13876	14709	15786	13314	17428	14891	11881	14930	16247		3567	2234	2839	4964	6763	7994	8381	9706	15539	18499	19819	17647	17653	13498	13080	11937	11132	
6105	"Men's or boys' shirts, knitted or crocheted (excluding nightshirts, T-shirts, singlets and ..."	0	0	0	0	1	1	0	0	4	1	2	16	9	5	4	7	4		1743	2185	2594	3700	5339	10730	14178	17266	29450	21988	27594	32862	32380	35778	27621	30517	32884		1968	1388	3010	2641	3276	6941	9896	24316	31549	40991	47105	33058	35683	39541	42633	26865	26806	
8112	"Beryllium, chromium, germanium, vanadium, gallium, hafnium "celtium", indium, niobium "columbium", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	4		43	175	390	449	123	5102	3424	2297	1745	93	437	757	824	675	519	1048	1151		249	277	566	1058	982	1295	1597	4349	4624	1746	2628	2298	2612	3145	3879	4433	4030	
6207	"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, ..."	0	0	1	0	1	0	5	8	17	27	0	0	12	5	1	0	4		4397	4123	4902	4624	4771	5722	6077	9518	7753	3523	5492	5292	6106	7350	7616	7341	6914		464	258	340	594	1007	1078	2658	2912	1735	2201	3354	2586	2111	2422	1746	1308	1066	
8408	"Compression-ignition internal combustion piston engine "diesel or semi-diesel engine""	0	2	6	2	633	479	171422	181051	112026	56088	71746	124444	67837	23	96	41	4		29989	28361	13314	38303	24701	32821	51237	59856	48445	42477	51495	42284	27085	154504	210411	103870	78575		301109	489022	840172	1419928	1806844	2152866	2707440	2881491	1519465	2088211	2662027	2053930	2275790	2278151	2264919	2274270	2424973	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	1	0	0	1	2	1	2	4	8	8	11	7	13	10	11	6	5		9033	8973	8273	10199	10025	9967	8842	9688	6766	10583	10563	10673	11447	11046	9442	10233	11067		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
7408	"Copper wire (excluding surgical sutures, stranded wire, cables, plaited bands and the like ..."	0	0	0	0	0	0	2	31	1	2	13	0	0	0	12	132	5		6072	6592	6400	7464	10530	24870	21977	16282	4479	14237	20643	38419	50278	9472	9215	3544	30290		24274	17925	20084	89347	138417	272277	375050	483792	277025	313089	536020	591825	574890	574513	303950	292204	402693	
8420	"Calendering or other rolling machines (other than for metals or glass) and cylinders therefor; ..."	0	986	407	26	28	0	0	0	1	55	3	122	5	184	9	2208	5		4006	5853	6823	7508	1995	1771	3288	6092	2970	2301	5000	7980	7254	3782	4311	4153	2613		3651	11324	14003	11150	13451	12792	13275	12740	7909	13344	20231	16440	19517	15638	15001	27894	13719	
8444	"Machines for extruding, drawing, texturing or cutting man-made textile materials"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	91	0	5		1101	615	860	291	755	67	469	2334	883	664	1668	955	1426	846	445	417	1092		13527	76367	76096	39114	23737	20345	54493	42825	22024	48333	58863	110063	132462	68792	98053	91250	89957	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	7	5		10	20	13	31	29	27	32	66	210	121	206	215	367	219	200	247	234		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	0	1	1	0	0	4	0	0	0	2	2	2	5		1997	1991	2235	2071	2141	3981	3395	3801	3642	3638	4332	12720	15422	13357	19030	38516	61925		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	0	0	0	0	0	0	0	0	0	12	6	38	100	43	123	64	5		6866	5989	11106	27566	39570	54934	57503	53525	25130	38411	57185	74615	57891	34563	35420	39614	47640		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	27	0	6	1	3	47	0	0	0	0	0	24	0	20	5		3326	2887	3197	3613	4828	3464	4025	3711	2114	2054	2861	3226	3235	3471	3237	3368	3414		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
3214	"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ..."	47	129	244	252	249	1	1	2	0	3	5	16	10	7	19	33	5		11482	12623	16332	23024	30278	37152	56506	75386	62937	67792	81460	65929	71634	75186	65699	68113	79347		28827	45409	58889	83294	98924	116267	140631	151798	105784	128550	145035	133973	167264	184483	173952	174430	207255	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	3	4	0	0	0	0	0	0	0	1	0	0	6	1	0	0	5		1363	1239	1745	1739	2487	2574	3191	3684	2838	3218	3285	4066	5393	5624	5191	5929	5945		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	3	0	4	1	0	3	9	0	0	3	11	7	11	23	11	8	5		8739	10137	12078	11371	10480	10362	10432	11225	7993	5779	7185	9868	11273	10437	9340	14659	16900		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
6602	"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ..."	0	0	0	5	0	0	6	0	11	0	10	7	5	4	5	2	5		1207	1689	2574	2091	5947	7763	8165	12567	18445	20297	20747	19482	11088	10046	9671	8936	10567		6	11	26	52	98	132	250	289	196	314	577	374	366	502	340	415	378	
2808	"Nitric acid; sulphonitric acids"	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	8	6		2136	3712	7492	10712	8855	8979	9921	10054	16009	13139	10955	6652	5584	6972	8013	12082	7666		191	113	83	79	115	138	258	358	790	567	689	1271	450	376	375	361	474	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4821		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
